Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Min,Fwd IAT Mean,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd URG Flags,Fwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Packet Length Variance,FIN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Down/Up Ratio,Init_Win_bytes_forward,Init_Win_bytes_backward,Active Mean,Active Std,Active Max,Active Min,Idle Std
0.004952,1,92,92,92,92.0,348,348,88852.9886914378,403.8772213247173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,201.93861066235863,201.93861066235863,92,16384.0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0,0.0
0.00474,1,92,92,92,92.0,149,149,50843.88185654008,421.94092827004215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,210.97046413502107,210.97046413502107,92,812.25,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0,0.0
0.546107,33,10294,1292,73,311.93939393939394,1292,66,118910.76290910025,159.30943935895343,0.0063500813953488,0.0195263135878379,0.0,0.0156124375,3.6e-05,0.52518,0.0099090566037735,0.0296301772493345,0.182127,0.0,0,0,264,60.42771837753407,98.8817209814194,66,344785.2770511296,0,0,0,0,0,1.6363636363636365,0,0,0.0,0.0,0.0,0.0,0.0
0.004928,1,100,100,100,100.0,436,436,108766.23376623377,405.8441558441559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,202.92207792207796,202.92207792207796,100,28224.0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0,0.0
63.999942,2,174,87,87,87.0,0,0,2.7187524638694205,0.0312500283203381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16,0.0312500283203381,0.0,87,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1e-06,4,364,91,91,91.0,0,0,364000000.0,4000000.0,3.333333333333333e-07,4.714045207910317e-07,0.0,3.333333333333333e-07,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32,4000000.0,0.0,91,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
33.081343,2,164,82,82,82.0,0,0,4.957477089125433,0.0604570376722613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16,0.0604570376722613,0.0,82,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
66.251221,4,1944,486,486,486.0,0,0,29.34285543205309,0.0603762457449652,22.08374033333333,0.0447163070503607,22.020578,22.08374033333333,22.020578,0.0,0.0,0.0,0.0,0.0,0,0,32,0.0603762457449652,0.0,486,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
0.002083,1,88,88,88,88.0,193,193,134901.58425348054,960.1536245799329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,480.0768122899664,480.0768122899664,88,2756.25,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0,0.0
0.001929,1,88,88,88,88.0,223,223,161223.43182996372,1036.8066355624676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,518.4033177812338,518.4033177812338,88,4556.25,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0,0.0
0.002558,1,117,117,117,117.0,195,195,121970.28928850664,781.8608287724785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,390.9304143862393,390.9304143862393,117,1521.0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0,0.0
58.572487,3,271,93,85,90.33333333333331,0,0,4.6267456596131895,0.0512185866377843,29.2862435,29.0770215,0.209222,29.2862435,0.209222,0.0,0.0,0.0,0.0,0.0,0,0,24,0.0512185866377843,0.0,85,14.22222222222222,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,1,619,619,619,619.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0.0,0.0,619,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
