Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Init_Win_bytes_forward,Init_Win_bytes_backward,Act_data_pkt_fwd,Min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
53,1.0,1,0,85,0,85,85,85.0,0.0,0,0,0,0,85.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,85,85,85.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,85.0,85.0,0,0,0,0,85,1727764933.628468,0.0,1727764933.628468,1727764933.628468,0.0,0.0,0.0,0.0
53,1.0,1,0,85,0,85,85,85.0,0.0,0,0,0,0,85.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,85,85,85.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,85.0,85.0,0,0,0,0,85,1727764933.628558,0.0,1727764933.628558,1727764933.628558,0.0,0.0,0.0,0.0
33624,1.0,1,0,188,0,188,188,188.0,0.0,0,0,0,0,188.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,188,188,188.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,188.0,188.0,0,0,0,0,188,1727764933.637912,0.0,1727764933.637912,1727764933.637912,0.0,0.0,0.0,0.0
33141,1.0,1,0,104,0,104,104,104.0,0.0,0,0,0,0,104.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,104,104,104.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,104.0,104.0,0,0,0,0,104,1727764933.642115,0.0,1727764933.642115,1727764933.642115,0.0,0.0,0.0,0.0
33569,1.0,1,0,122,0,122,122,122.0,0.0,0,0,0,0,122.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,122,122,122.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,122.0,122.0,0,0,0,0,122,1727764933.651502,0.0,1727764933.651502,1727764933.651502,0.0,0.0,0.0,0.0
38438,1.0,1,0,134,0,134,134,134.0,0.0,0,0,0,0,134.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,134,134,134.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,134.0,134.0,0,0,0,0,134,1727764933.651956,0.0,1727764933.651956,1727764933.651956,0.0,0.0,0.0,0.0
53,1.0,1,0,88,0,88,88,88.0,0.0,0,0,0,0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,88,88,88.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,88.0,88.0,0,0,0,0,88,1727764933.671952,0.0,1727764933.671952,1727764933.671952,0.0,0.0,0.0,0.0
50796,1.0,1,0,138,0,138,138,138.0,0.0,0,0,0,0,138.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,138,138,138.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,138.0,138.0,0,0,0,0,138,1727764933.677096,0.0,1727764933.677096,1727764933.677096,0.0,0.0,0.0,0.0
53,1.0,1,0,107,0,107,107,107.0,0.0,0,0,0,0,107.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,107,107,107.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,107.0,107.0,0,0,0,0,107,1727764933.862359,0.0,1727764933.862359,1727764933.862359,0.0,0.0,0.0,0.0
53,1.0,1,0,107,0,107,107,107.0,0.0,0,0,0,0,107.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,107,107,107.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,107.0,107.0,0,0,0,0,107,1727764933.862559,0.0,1727764933.862559,1727764933.862559,0.0,0.0,0.0,0.0
53,1.0,1,0,107,0,107,107,107.0,0.0,0,0,0,0,107.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,107,107,107.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,107.0,107.0,0,0,0,0,107,1727764933.86272,0.0,1727764933.86272,1727764933.86272,0.0,0.0,0.0,0.0
45386,1.0,1,0,300,0,300,300,300.0,0.0,0,0,0,0,300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,300,300,300.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,300.0,300.0,0,0,0,0,300,1727764933.869727,0.0,1727764933.869727,1727764933.869727,0.0,0.0,0.0,0.0
46318,1.0,1,0,190,0,190,190,190.0,0.0,0,0,0,0,190.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,190,190,190.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,190.0,190.0,0,0,0,0,190,1727764933.870008,0.0,1727764933.870008,1727764933.870008,0.0,0.0,0.0,0.0
37741,1.0,1,0,300,0,300,300,300.0,0.0,0,0,0,0,300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,300,300,300.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,300.0,300.0,0,0,0,0,300,1727764933.87024,0.0,1727764933.87024,1727764933.87024,0.0,0.0,0.0,0.0
53,1.0,1,0,124,0,124,124,124.0,0.0,0,0,0,0,124.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,124,124,124.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,124.0,124.0,0,0,0,0,124,1727764933.870365,0.0,1727764933.870365,1727764933.870365,0.0,0.0,0.0,0.0
53,1.0,1,0,124,0,124,124,124.0,0.0,0,0,0,0,124.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,124,124,124.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,124.0,124.0,0,0,0,0,124,1727764933.870904,0.0,1727764933.870904,1727764933.870904,0.0,0.0,0.0,0.0
33685,1.0,1,0,124,0,124,124,124.0,0.0,0,0,0,0,124.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,124,124,124.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,124.0,124.0,0,0,0,0,124,1727764933.873117,0.0,1727764933.873117,1727764933.873117,0.0,0.0,0.0,0.0
44766,1.0,1,0,217,0,217,217,217.0,0.0,0,0,0,0,217.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,217,217,217.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,217.0,217.0,0,0,0,0,217,1727764933.8756,0.0,1727764933.8756,1727764933.8756,0.0,0.0,0.0,0.0
53,1.0,1,0,86,0,86,86,86.0,0.0,0,0,0,0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,86,86,86.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,86.0,86.0,0,0,0,0,86,1727764933.959548,0.0,1727764933.959548,1727764933.959548,0.0,0.0,0.0,0.0
53,1.0,1,0,86,0,86,86,86.0,0.0,0,0,0,0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,86,86,86.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,86.0,86.0,0,0,0,0,86,1727764933.982595,0.0,1727764933.982595,1727764933.982595,0.0,0.0,0.0,0.0
53,1.0,1,0,86,0,86,86,86.0,0.0,0,0,0,0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,86,86,86.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,86.0,86.0,0,0,0,0,86,1727764933.982757,0.0,1727764933.982757,1727764933.982757,0.0,0.0,0.0,0.0
36862,1.0,1,0,143,0,143,143,143.0,0.0,0,0,0,0,143.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,143,143,143.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,143.0,143.0,0,0,0,0,143,1727764933.984405,0.0,1727764933.984405,1727764933.984405,0.0,0.0,0.0,0.0
53,1.0,1,0,88,0,88,88,88.0,0.0,0,0,0,0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,88,88,88.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,88.0,88.0,0,0,0,0,88,1727764933.990934,0.0,1727764933.990934,1727764933.990934,0.0,0.0,0.0,0.0
53,1.0,1,0,88,0,88,88,88.0,0.0,0,0,0,0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,88,88,88.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,88.0,88.0,0,0,0,0,88,1727764933.99106,0.0,1727764933.99106,1727764933.99106,0.0,0.0,0.0,0.0
46308,1.0,1,0,102,0,102,102,102.0,0.0,0,0,0,0,102.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,102,102,102.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,102.0,102.0,0,0,0,0,102,1727764933.99189,0.0,1727764933.99189,1727764933.99189,0.0,0.0,0.0,0.0
43345,1.0,1,0,114,0,114,114,114.0,0.0,0,0,0,0,114.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,114,114,114.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,114.0,114.0,0,0,0,0,114,1727764933.992179,0.0,1727764933.992179,1727764933.992179,0.0,0.0,0.0,0.0
53541,1.0,1,0,104,0,104,104,104.0,0.0,0,0,0,0,104.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,104,104,104.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,104.0,104.0,0,0,0,0,104,1727764933.998465,0.0,1727764933.998465,1727764933.998465,0.0,0.0,0.0,0.0
54726,1.0,1,0,116,0,116,116,116.0,0.0,0,0,0,0,116.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,116,116,116.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,116.0,116.0,0,0,0,0,116,1727764933.999164,0.0,1727764933.999164,1727764933.999164,0.0,0.0,0.0,0.0
53,1.0,1,0,97,0,97,97,97.0,0.0,0,0,0,0,97.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,97,97,97.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,97.0,97.0,0,0,0,0,97,1727764935.614289,0.0,1727764935.614289,1727764935.614289,0.0,0.0,0.0,0.0
53,1.0,1,0,97,0,97,97,97.0,0.0,0,0,0,0,97.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,97,97,97.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,97.0,97.0,0,0,0,0,97,1727764935.61454,0.0,1727764935.61454,1727764935.61454,0.0,0.0,0.0,0.0
53,1.0,1,0,96,0,96,96,96.0,0.0,0,0,0,0,96.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,96,96,96.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,96.0,96.0,0,0,0,0,96,1727764935.614661,0.0,1727764935.614661,1727764935.614661,0.0,0.0,0.0,0.0
53,1.0,1,0,96,0,96,96,96.0,0.0,0,0,0,0,96.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,96,96,96.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,96.0,96.0,0,0,0,0,96,1727764935.614748,0.0,1727764935.614748,1727764935.614748,0.0,0.0,0.0,0.0
59837,1.0,1,0,113,0,113,113,113.0,0.0,0,0,0,0,113.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,113,113,113.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,113.0,113.0,0,0,0,0,113,1727764935.631217,0.0,1727764935.631217,1727764935.631217,0.0,0.0,0.0,0.0
40680,1.0,1,0,125,0,125,125,125.0,0.0,0,0,0,0,125.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,125,125,125.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,125.0,125.0,0,0,0,0,125,1727764935.631468,0.0,1727764935.631468,1727764935.631468,0.0,0.0,0.0,0.0
40498,1.0,1,0,141,0,141,141,141.0,0.0,0,0,0,0,141.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,141,141,141.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,141.0,141.0,0,0,0,0,141,1727764935.631864,0.0,1727764935.631864,1727764935.631864,0.0,0.0,0.0,0.0
53,1.0,1,0,97,0,97,97,97.0,0.0,0,0,0,0,97.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,97,97,97.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,97.0,97.0,0,0,0,0,97,1727764935.633828,0.0,1727764935.633828,1727764935.633828,0.0,0.0,0.0,0.0
34982,1.0,1,0,154,0,154,154,154.0,0.0,0,0,0,0,154.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,154,154,154.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,154.0,154.0,0,0,0,0,154,1727764935.63931,0.0,1727764935.63931,1727764935.63931,0.0,0.0,0.0,0.0
53,1.0,1,0,82,0,82,82,82.0,0.0,0,0,0,0,82.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,82,82,82.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,82.0,82.0,0,0,0,0,82,1727764940.899683,0.0,1727764940.899683,1727764940.899683,0.0,0.0,0.0,0.0
53,1.0,1,0,82,0,82,82,82.0,0.0,0,0,0,0,82.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,82,82,82.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,82.0,82.0,0,0,0,0,82,1727764940.899892,0.0,1727764940.899892,1727764940.899892,0.0,0.0,0.0,0.0
48987,1.0,1,0,338,0,338,338,338.0,0.0,0,0,0,0,338.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,338,338,338.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,338.0,338.0,0,0,0,0,338,1727764940.906269,0.0,1727764940.906269,1727764940.906269,0.0,0.0,0.0,0.0
58959,1.0,1,0,194,0,194,194,194.0,0.0,0,0,0,0,194.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,194,194,194.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,194.0,194.0,0,0,0,0,194,1727764940.910455,0.0,1727764940.910455,1727764940.910455,0.0,0.0,0.0,0.0
53,1.0,1,0,82,0,82,82,82.0,0.0,0,0,0,0,82.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,82,82,82.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,82.0,82.0,0,0,0,0,82,1727764940.916417,0.0,1727764940.916417,1727764940.916417,0.0,0.0,0.0,0.0
46811,1.0,1,0,139,0,139,139,139.0,0.0,0,0,0,0,139.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,139,139,139.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,139.0,139.0,0,0,0,0,139,1727764940.921302,0.0,1727764940.921302,1727764940.921302,0.0,0.0,0.0,0.0
53,1.0,1,0,86,0,86,86,86.0,0.0,0,0,0,0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,86,86,86.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,86.0,86.0,0,0,0,0,86,1727764942.22616,0.0,1727764942.22616,1727764942.22616,0.0,0.0,0.0,0.0
53,1.0,1,0,86,0,86,86,86.0,0.0,0,0,0,0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,86,86,86.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,86.0,86.0,0,0,0,0,86,1727764942.226275,0.0,1727764942.226275,1727764942.226275,0.0,0.0,0.0,0.0
43979,1.0,1,0,232,0,232,232,232.0,0.0,0,0,0,0,232.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,232,232,232.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,232.0,232.0,0,0,0,0,232,1727764942.235372,0.0,1727764942.235372,1727764942.235372,0.0,0.0,0.0,0.0
39779,1.0,1,0,376,0,376,376,376.0,0.0,0,0,0,0,376.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,376,376,376.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,376.0,376.0,0,0,0,0,376,1727764942.2362,0.0,1727764942.2362,1727764942.2362,0.0,0.0,0.0,0.0
53,1.0,1,0,88,0,88,88,88.0,0.0,0,0,0,0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,88,88,88.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,88.0,88.0,0,0,0,0,88,1727764942.424474,0.0,1727764942.424474,1727764942.424474,0.0,0.0,0.0,0.0
53,1.0,1,0,88,0,88,88,88.0,0.0,0,0,0,0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,88,88,88.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,88.0,88.0,0,0,0,0,88,1727764942.424573,0.0,1727764942.424573,1727764942.424573,0.0,0.0,0.0,0.0
51636,1.0,1,0,155,0,155,155,155.0,0.0,0,0,0,0,155.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,155,155,155.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,155.0,155.0,0,0,0,0,155,1727764942.432757,0.0,1727764942.432757,1727764942.432757,0.0,0.0,0.0,0.0
34381,1.0,1,0,143,0,143,143,143.0,0.0,0,0,0,0,143.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,143,143,143.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,143.0,143.0,0,0,0,0,143,1727764942.52857,0.0,1727764942.52857,1727764942.52857,0.0,0.0,0.0,0.0
53,1.0,1,0,96,0,96,96,96.0,0.0,0,0,0,0,96.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,96,96,96.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,96.0,96.0,0,0,0,0,96,1727764942.532291,0.0,1727764942.532291,1727764942.532291,0.0,0.0,0.0,0.0
55113,1.0,1,0,157,0,157,157,157.0,0.0,0,0,0,0,157.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,157,157,157.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,157.0,157.0,0,0,0,0,157,1727764942.647492,0.0,1727764942.647492,1727764942.647492,0.0,0.0,0.0,0.0
53,1.0,1,0,92,0,92,92,92.0,0.0,0,0,0,0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,92,92,92.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,92.0,92.0,0,0,0,0,92,1727764944.557883,0.0,1727764944.557883,1727764944.557883,0.0,0.0,0.0,0.0
53,1.0,1,0,92,0,92,92,92.0,0.0,0,0,0,0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,92,92,92.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,92.0,92.0,0,0,0,0,92,1727764944.558091,0.0,1727764944.558091,1727764944.558091,0.0,0.0,0.0,0.0
47309,1.0,1,0,348,0,348,348,348.0,0.0,0,0,0,0,348.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,348,348,348.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,348.0,348.0,0,0,0,0,348,1727764944.563545,0.0,1727764944.563545,1727764944.563545,0.0,0.0,0.0,0.0
35452,1.0,1,0,204,0,204,204,204.0,0.0,0,0,0,0,204.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,204,204,204.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,204.0,204.0,0,0,0,0,204,1727764944.564373,0.0,1727764944.564373,1727764944.564373,0.0,0.0,0.0,0.0
53,1.0,1,0,92,0,92,92,92.0,0.0,0,0,0,0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,92,92,92.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,92.0,92.0,0,0,0,0,92,1727764944.566742,0.0,1727764944.566742,1727764944.566742,0.0,0.0,0.0,0.0
34862,1.0,1,0,149,0,149,149,149.0,0.0,0,0,0,0,149.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,149,149,149.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,149.0,149.0,0,0,0,0,149,1727764944.571466,0.0,1727764944.571466,1727764944.571466,0.0,0.0,0.0,0.0
1900,120.76943898200989,12,0,2094,0,175,174,174.5,0.5222329678670935,0,0,0,0,17.33882361010162,0.09936288601777432,10.979039907455444,23.852954578244443,59.23609399795532,0.25165891647338867,120.76943969726562,10.979039907455444,23.852954578244443,59.23609399795532,0.25165891647338867,0,0,0,0,0,0,0,408,0,0.09936288601777432,0.0,174,175,174.5,0.5222329678670935,0.2727272727272727,0,0,0,0,0,0,0,0,0.0,174.5,174.5,0,0,0,0,174,1727765006.245412,51.168682776755475,1727765066.632853,1727764945.863414,59.22401440143585,0.01708312922582961,59.23609399795532,59.21193480491638
53,1.0,1,0,84,0,84,84,84.0,0.0,0,0,0,0,84.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,84,84,84.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,84.0,84.0,0,0,0,0,84,1727764960.103544,0.0,1727764960.103544,1727764960.103544,0.0,0.0,0.0,0.0
33158,1.0,1,0,174,0,174,174,174.0,0.0,0,0,0,0,174.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,174,174,174.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,174.0,174.0,0,0,0,0,174,1727764960.108612,0.0,1727764960.108612,1727764960.108612,0.0,0.0,0.0,0.0
57621,81.09000086784363,4,0,328,0,82,82,82.0,0.0,0,0,0,0,4.044888352320501,0.049327906735615865,27.030000289281208,23.826172696022457,46.899507999420166,0.6153039932250977,81.0900011062622,27.030000289281208,23.826172696022457,46.899507999420166,0.6153039932250977,0,0,0,0,0,0,0,136,0,0.049327906735615865,0.0,82,82,82.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,82.0,82.0,0,0,0,0,82,1727765001.4817317,33.32850526654576,1727765045.357812,1727764964.267811,40.237348437309265,9.421716407430836,46.899507999420166,33.575188875198364
53,1.0,1,0,84,0,84,84,84.0,0.0,0,0,0,0,84.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,84,84,84.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,84.0,84.0,0,0,0,0,84,1727764964.366873,0.0,1727764964.366873,1727764964.366873,0.0,0.0,0.0,0.0
44075,1.0,1,0,141,0,141,141,141.0,0.0,0,0,0,0,141.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,34,0,1.0,0.0,141,141,141.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,141.0,141.0,0,0,0,0,141,1727764964.375746,0.0,1727764964.375746,1727764964.375746,0.0,0.0,0.0,0.0
